ISBN;Titulo;Data de Lancamento;Autor;Editora;Idioma;Estante;Estado; Valor de Venda ;Estoque;Valor de compra;Data de cadastro de entrada;Data de Cadastro Plataforma;Vendido?
9788543100654;O monge e o executivo: Uma história sobre a essência da liderança Capa comum;24/03/2004;James C. Hunter ;Sextante;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788539004119;A sabedoria do monge: Uma jornada para descobrir o que é essencial Capa comum ;28/08/2012;James C. Hunter ;Sextante;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788575084113;O cavaleiro preso na armadura Capa comum;06/04/2015;Robert Fisher;Record;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535900115;O Menino do Pijama Listrado Capa comum;25/08/2007;John Boyne;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535911119;O Caçador de Pipas Capa comum;01/01/2005;Khaled Hosseini;Nova Fronteira;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788580570014;A Menina que Roubava Livros Capa comum;01/01/2007;Markus Zusak;Intrínseca;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788580572221;Cidades de Papel Capa comum;01/01/2013;John Green;Intrínseca;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788580571112;A Culpa é das Estrelas Capa comum;01/01/2012;John Green;Intrínseca;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9786555320016;O Alquimista Capa comum;01/01/1988;Paulo Coelho;Paralela;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788575037777;Vidas Secas (Edição Comemorativa) Capa comum;25/03/2010;Graciliano Ramos;Record;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535914441;Ensaio sobre a Cegueira Capa comum;01/01/1995;José Saramago;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788525411113;O Pequeno Príncipe Capa comum;01/01/1943;Antoine de Saint-Exupéry;Agir;Português;Sessão Infantil;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788501004116;O Morro dos Ventos Uivantes Capa comum;01/01/1847;Emily Brontë;Record;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788520921110;Orgulho e Preconceito Capa comum;01/01/1813;Jane Austen;Nova Fronteira;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788560303112;O Retrato de Dorian Gray Capa comum;01/01/1890;Oscar Wilde;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535922225;1984 Capa comum;01/01/1949;George Orwell;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788535923331;A Revolução dos Bichos Capa comum;01/01/1945;George Orwell;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525032227;O Cortiço Capa comum;01/01/1890;Aluísio Azevedo;Globo Livros;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525424449;Dom Casmurro Capa comum;01/01/1899;Machado de Assis;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525425555;Memórias Póstumas de Brás Cubas Capa comum;01/01/1881;Machado de Assis;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525426661;Quincas Borba Capa comum;01/01/1891;Machado de Assis;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525427777;O Alienista Capa comum;01/01/1882;Machado de Assis;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788501078881;A Hora da Estrela Capa comum;01/01/1977;Clarice Lispector;Rocco;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506010115;Perto do Coração Selvagem Capa comum;01/01/1943;Clarice Lispector;Rocco;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506011112;Laços de Família Capa comum;01/01/1960;Clarice Lispector;Rocco;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506012229;Felicidade Clandestina Capa comum;01/01/1971;Clarice Lispector;Rocco;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506133336;O Primo Basílio Capa comum;01/01/1878;Eça de Queirós;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506144449;Os Maias Capa comum;01/01/1888;Eça de Queirós;L&PM;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788506155552;A Cidade e as Serras Capa comum;01/01/1901;Eça de Queirós;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506166665;O Crime do Padre Amaro Capa comum;01/01/1875;Eça de Queirós;L&PM;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525428880;Auto da Barca do Inferno Capa comum;01/01/1517;Gil Vicente;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525429994;Farsa de Inês Pereira Capa comum;01/01/1523;Gil Vicente;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506177771;Lucíola Capa comum;01/01/1862;José de Alencar;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506188887;Senhora Capa comum;01/01/1875;José de Alencar;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506199990;Iracema Capa comum;01/01/1865;José de Alencar;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788536643217;Memórias de um Sargento de Milícias Capa comum;01/01/1852;Manuel Antônio de Almeida;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788536654329;O Guarani Capa comum;01/01/1857;José de Alencar;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788536665431;A Moreninha Capa comum;01/01/1844;Joaquim Manuel de Macedo;Escala;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788536676543;Urupês Capa comum;01/01/1918;Monteiro Lobato;Globo Livros;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788536687654;Cidades Mortas Capa comum;01/01/1919;Monteiro Lobato;Globo Livros;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788536698765;Negrinha Capa comum;01/01/1920;Monteiro Lobato;Globo Livros;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535920000;Morangos Mofados Capa comum;25/03/2012;Caio Fernando Abreu;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535921116;Onde Andará Caio Fernando Abreu? Capa comum;01/01/2011;Paula Dip;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788520922223;Capitães da Areia Capa comum;01/01/1937;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788520923339;Gabriela, Cravo e Canela Capa comum;01/01/1958;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788520924445;Dona Flor e Seus Dois Maridos Capa comum;01/01/1966;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788520925551;Tieta do Agreste Capa comum;01/01/1977;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788520926667;O Gato Malhado e a Andorinha Sinhá Capa comum;01/01/1976;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788532520002;O Cavaleiro da Esperança Capa comum;01/01/1942;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788532521118;Mar Morto Capa comum;01/01/1936;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788532522224;Tereza Batista Cansada de Guerra Capa comum;01/01/1972;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788532523330;Farda, Fardão, Camisola de Dormir Capa comum;01/01/1979;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788532524446;Tenda dos Milagres Capa comum;01/01/1969;Jorge Amado;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788535920017;Morte e Vida Severina Capa comum;25/03/2012;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535921123;O Rio (João Cabral de Melo Neto) Capa comum;01/01/1954;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535922239;Uma Faca Só Lâmina Capa comum;01/01/1955;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535923345;A Educação pela Pedra Capa comum;01/01/1966;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535924451;O Cão sem Plumas Capa comum;01/01/1950;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535925567;Agreste (João Cabral de Melo Neto) Capa comum;01/01/1985;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535926673;A Escolha (João Cabral de Melo Neto) Capa comum;01/01/1990;João Cabral de Melo Neto;Alfaguara;Português;Sessão poesia;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525000010;Grande Sertão: Veredas Capa dura;01/01/1956;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 85,00 ;1; R$ 28,33 ;20/11/2025;03/12/2025;
9788525001116;Sagarana Capa comum;01/01/1946;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788525002222;Primeiras Estórias Capa comum;01/01/1962;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788525003338;Tutaméia - Terceiras Estórias Capa comum;01/01/1967;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525004444;Noites do Sertão Capa comum;01/01/1956;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788525005550;Manuelzão e Miguilim Capa comum;01/01/1956;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525006666;Estas Estórias Capa comum;01/01/1969;João Guimarães Rosa;Global;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506111223;O Continente (O Tempo e o Vento Vol. 1) Capa comum;01/01/1949;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506112220;O Continente (O Tempo e o Vento Vol. 2) Capa comum;01/01/1949;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506113333;O Retrato (O Tempo e o Vento Vol. 1) Capa comum;01/01/1951;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506114449;O Retrato (O Tempo e o Vento Vol. 2) Capa comum;01/01/1951;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506115552;O Arquipélago (O Tempo e o Vento Vol. 1) Capa comum;01/01/1961;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506116665;O Arquipélago (O Tempo e o Vento Vol. 2) Capa comum;01/01/1961;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506117771;O Arquipélago (O Tempo e o Vento Vol. 3) Capa comum;01/01/1962;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 65,00 ;1; R$ 21,67 ;20/11/2025;03/12/2025;
9788506118887;Olhai os Lírios do Campo Capa comum;01/01/1938;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506119990;Incidente em Antares Capa comum;01/01/1971;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788506110004;O Senhor Embaixador Capa comum;01/01/1965;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 45,00 ;1; R$ 15,00 ;20/11/2025;03/12/2025;
9788506111110;O Prisioneiro Capa comum;01/01/1967;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506112229;Caminhos Cruzados Capa comum;01/01/1935;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506113336;O Resto é Silêncio Capa comum;01/01/1943;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506114442;Um Lugar ao Sol Capa comum;01/01/1936;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506115558;Saga (Erico Verissimo) Capa comum;01/01/1940;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506116664;Gato Preto em Campo de Neve Capa comum;01/01/1941;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506117770;A Noite (Erico Verissimo) Capa comum;01/01/1954;Erico Verissimo;Companhia das Letras;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535920024;Vantagens de ser Invisível Capa comum;01/01/1999;Stephen Chbosky;Rocco;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535921130;A Menina que Parou o Tempo Capa comum;01/01/2010;Lygia Bojunga;Casa Lygia Bojunga;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535922246;O Meu Pé de Laranja Lima Capa comum;01/01/1968;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535923352;Doidão (José Mauro de Vasconcelos) Capa comum;01/01/1963;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535924468;Vamos Aquecer o Sol Capa comum;01/01/1974;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535925574;O Veleiro de Cristal Capa comum;01/01/1973;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788535926680;Rosinha, Minha Canoa Capa comum;01/01/1962;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788525007779;Barro Blanco Capa comum;01/01/1945;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506166672;Coração de Vidro Capa comum;01/01/1964;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
9788506177788;Kuryala: capitão e carajá Capa comum;01/01/1979;José Mauro de Vasconcelos;Melhoramentos;Português;Letra do autor;Usado; R$ 35,00 ;1; R$ 11,67 ;20/11/2025;03/12/2025;
